,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
395,arequipa,92,PE,1615615270,86,-16.3989,-71.535,56.68,1.5
396,gombong,100,ID,1615615304,55,-7.6072,109.5142,88.86,8.25
397,guajara-mirim,,,,,,,,
398,tzaneen,75,ZA,1615615304,88,-23.8332,30.1635,62.6,9.22
399,leningradskiy,100,RU,1615615305,85,69.3833,178.4167,18.48,10.16
400,juybar,90,IR,1615615305,100,36.6412,52.9124,35.6,11.5
401,kununurra,40,AU,1615615305,59,-15.7667,128.7333,93.2,5.75
402,olinda,40,BR,1615615305,69,-8.0089,-34.8553,78.8,9.22
403,bamako,32,ML,1615615306,17,12.65,-8,73.4,16.11
404,amga,100,RU,1615615306,86,60.8953,131.9608,19.15,7.2
405,faya,0,SA,1615615306,51,18.3851,42.4509,64.4,6.91
406,champerico,71,GT,1615615306,94,14.3,-91.9167,66.0,7.94
407,la ronge,88,CA,1615615307,68,55.1001,-105.2842,24.8,3.44
408,conceicao da barra,0,BR,1615615307,89,-18.5933,-39.7322,71.08,3.51
409,takob,,,,,,,,
410,ndele,93,CF,1615615307,54,8.4109,20.6473,76.86,1.41
411,natchez,1,US,1615615307,77,31.5604,-91.4032,68.0,8.05
412,bandarbeyla,22,SO,1615615308,66,9.4942,50.8122,80.19,10.45
413,camacari,40,BR,1615615222,83,-12.6975,-38.3242,77.0,2.3
414,paysandu,66,UY,1615615308,84,-32.3214,-58.0756,71.01,3
415,faanui,44,PF,1615615308,63,-16.4833,-151.75,83.34,1.1
416,coquimbo,90,CL,1615615308,82,-29.9533,-71.3436,60.8,1.14
417,funtua,78,NG,1615615309,19,11.5233,7.3081,69.75,3.67
418,port augusta,90,AU,1615615309,59,-32.5,137.7667,66.2,26.46
419,alihe,0,CN,1615615309,55,50.5667,123.7167,43.57,5.79
420,pirgos,15,GR,1615615309,68,35.1167,25.7178,55.0,1.81
421,punta alta,19,AR,1615615240,38,-38.8759,-62.0736,69.17,9.1
422,turka,30,UA,1615615310,85,49.1541,23.0297,34.0,8.52
423,chunskiy,100,RU,1615615310,73,56.0815,99.6342,21.81,2.51
424,cidreira,49,BR,1615615310,81,-30.1811,-50.2056,70.2,6.89
425,portoferraio,0,IT,1615615310,82,42.8115,10.3146,54.0,7.16
426,vakhrushev,10,RU,1615615311,93,48.9833,142.9667,34.75,8.52
427,klaksvik,40,FO,1615615311,81,62.2266,-6.589,39.2,14.97
428,jacqueville,20,CI,1615615311,94,5.2052,-4.4146,80.6,6.91
429,nome,90,US,1615615311,85,64.5011,-165.4064,3.2,24.16
430,mecca,0,SA,1615615022,31,21.4267,39.8261,83.01,5.41
431,moree,40,AU,1615615312,42,-29.4667,149.85,87.8,12.66
432,lexington,90,US,1615615166,57,37.9887,-84.4777,50.0,5.75
433,soe,92,ID,1615615312,85,-9.8607,124.284,76.1,3.78
434,solnechnyy,7,RU,1615615312,79,50.7214,136.6319,40.41,6.93
435,langarud,90,IR,1615615312,100,37.197,50.1535,41.0,4.61
436,juneau,40,US,1615615312,86,58.3019,-134.4197,24.8,6.42
437,isiro,100,CD,1615615255,49,2.7739,27.616,78.48,2.53
438,diamantino,100,BR,1615615035,92,-14.4086,-56.4461,71.38,2.84
439,chumikan,100,RU,1615615313,89,54.7183,135.315,34.61,15.7
440,lebu,1,CL,1615615313,87,-37.6167,-73.65,55.56,10
441,cabedelo,40,BR,1615615250,88,-6.9811,-34.8339,77.0,10.69
442,naze,40,JP,1615615068,56,28.3667,129.4833,68.0,13.8
443,caidian,20,CN,1615615313,59,30.5833,114.0333,62.6,6.71
444,morden,30,CA,1615615078,60,49.1919,-98.1014,39.2,6.91
445,te karaka,67,NZ,1615615314,71,-38.4654,177.8679,60.69,4.63
446,yamada,100,JP,1615615172,96,39.4667,141.95,43.11,7.49
447,tabalosos,45,PE,1615615314,96,-6.35,-76.6833,63.23,3.36
448,nanzhang,66,CN,1615615314,65,31.7765,111.8386,65.46,5.08
449,moron,72,AR,1615615314,76,-34.6534,-58.6198,71.01,1.99
450,petropavlovsk-kamchatskiy,0,RU,1615615092,46,53.0452,158.6483,23.0,20.13
451,ust-nera,83,RU,1615615315,93,64.5667,143.2,-8.82,4.63
452,tabuk,91,PH,1615615315,75,17.4189,121.4443,79.32,5.39
453,boddam,84,GB,1615615315,93,57.4667,-1.7833,32.0,4.61
454,codrington,100,AU,1615615316,67,-38.2667,141.9667,58.66,17.36
455,yilan,75,TW,1615615316,60,24.757,121.753,71.6,16.11
456,padang,20,ID,1615615316,70,-0.9492,100.3543,86.0,5.75
457,camacha,75,PT,1615615316,88,33.0833,-16.3333,59.0,12.66
458,inderborskiy,,,,,,,,
459,tautira,40,PF,1615615317,83,-17.7333,-149.15,82.0,5.75
460,yuty,0,PY,1615615317,62,-26.6,-56.25,63.72,3.62
461,bulgan,13,MN,1615615317,22,48.8125,103.5347,51.64,5.75
462,airai,91,TL,1615615317,87,-8.9266,125.4092,70.25,0.74
463,egvekinot,100,RU,1615615318,97,66.3167,-179.1667,25.81,22.91
464,wahiawa,75,US,1615615318,94,21.5028,-158.0236,70.0,3.44
465,bima,76,ID,1615615318,84,-8.4667,118.7167,84.31,2.98
466,lavrentiya,100,RU,1615615318,92,65.5833,-171,16.72,22.5
467,san miguel,1,SV,1615615318,65,13.4833,-88.1833,75.96,1.43
468,santiago,0,CL,1615615206,55,-33.4569,-70.6483,66.99,6.91
469,comandau,100,RO,1615615319,97,45.7667,26.2667,35.01,4.79
470,ukiah,1,US,1615615204,57,39.1502,-123.2078,48.2,2.21
471,cayenne,90,GF,1615615319,94,4.9333,-52.3333,73.4,2.15
472,gangotri,,,,,,,,
473,tambo grande,100,PE,1615615319,60,-4.9269,-80.3447,79.25,3.87
474,nabire,98,ID,1615615320,87,-3.3667,135.4833,78.75,3.47
475,puerto del rosario,40,ES,1615615320,67,28.5004,-13.8627,62.6,18.41
476,manoel urbano,53,BR,1615615320,94,-8.8389,-69.2597,69.58,1.52
477,broome,20,US,1615615320,54,42.2506,-75.833,28.0,25.32
478,byron bay,14,AU,1615615321,65,-28.65,153.6167,80.6,17.27
479,puerto salgar,96,CO,1615615321,96,5.463,-74.6544,72.79,2.37
480,zulueta,0,ES,1615615321,100,42.7451,-1.5793,34.0,2.3
481,moroni,26,KM,1615615321,75,-11.7022,43.2551,82.81,1.97
482,lagoa,100,PT,1615615321,82,39.05,-27.9833,59.32,16.6
483,kosh-agach,84,RU,1615615322,76,50.0,88.6667,35.08,22.41
484,vrangel,64,RU,1615615322,62,42.7297,133.0839,39.51,9.19
485,seoul,0,KR,1615615123,38,37.5683,126.9778,59.0,5.75
486,eldikan,,,,,,,,
487,katsuura,75,JP,1615615322,88,35.1333,140.3,60.8,16.11
488,ndouci,,,,,,,,
489,bonavista,23,CA,1615615291,75,48.6499,-53.1147,36.0,11.5
490,japura,85,ID,1615615323,51,-0.3167,102.35,91.02,3.06
491,nuuk,20,GL,1615615323,67,64.1835,-51.7216,15.8,16.11
492,palabuhanratu,,,,,,,,
493,koryukivka,99,UA,1615615323,97,51.7688,32.2481,29.55,7.81
494,huilong,46,CN,1615615323,68,31.8111,121.655,57.99,10.38
495,grand river south east,,,,,,,,
496,idlib,0,SY,1615615324,75,35.9306,36.6339,39.2,2.3
497,hami,100,CN,1615615038,21,42.8,93.45,60.6,5.5
498,tapaua,,,,,,,,
499,abnub,0,EG,1615615286,50,27.2696,31.1511,53.6,9.22
500,aswan,31,EG,1615615324,35,24.0934,32.907,64.17,11.61
501,qaqortoq,75,GL,1615615026,44,60.7167,-46.0333,12.2,4.61
502,fort frances,1,CA,1615615189,50,48.5999,-93.4003,26.6,8.05
503,temozon,5,MX,1615615324,87,20.8,-88.2167,66.0,3.24
504,port hawkesbury,1,CA,1615615325,56,45.6169,-61.3485,37.4,11.5
505,magalia,1,US,1615615325,43,39.8121,-121.5783,50.0,7.99
506,fare,40,PF,1615615325,66,-16.7,-151.0167,83.26,3.13
507,jasper,90,US,1615615325,93,37.2001,-94.3502,48.99,6.91
508,lancaster,1,US,1615615326,28,40.2504,-76.2499,51.8,14.97
509,ambalavao,38,MG,1615615326,68,-21.8333,46.9333,68.47,5.1
510,visnes,90,NO,1615615326,87,59.3556,5.2242,39.2,8.05
511,muros,98,ES,1615615326,90,42.7762,-9.0603,48.99,4
512,cody,1,US,1615615099,54,44.5263,-109.0565,28.0,4.61
513,isangel,75,VU,1615615263,70,-19.55,169.2667,84.2,9.22
514,ewa beach,90,US,1615615327,100,21.3156,-158.0072,69.8,13.8
515,mweka,100,CD,1615615327,96,-4.85,21.5667,71.19,3.06
516,houma,90,US,1615615327,94,29.5958,-90.7195,69.01,4.61
517,becerril,45,CO,1615615328,65,9.7041,-73.2793,76.06,4.27
518,zhigalovo,100,RU,1615615328,87,54.8097,105.1578,34.34,0.96
519,namatanai,53,PG,1615615328,68,-3.6667,152.4333,83.89,7.14
520,tshikapa,100,CD,1615615328,94,-6.4167,20.8,73.06,1.03
521,krasnoselkup,100,RU,1615615329,92,65.7,82.4667,10.96,25.64
522,nava,52,MX,1615615329,79,28.4167,-100.7667,73.99,5.99
523,jumla,100,NP,1615615329,39,29.2747,82.1838,57.13,4.03
524,islahiye,0,TR,1615615329,56,37.025,36.6306,50.0,3.44
525,carauari,100,BR,1615615330,97,-4.8828,-66.8958,72.3,0.92
526,rakaia,0,NZ,1615615330,72,-43.75,172.0167,62.01,5.99
527,ketchikan,90,US,1615615330,100,55.3422,-131.6461,33.8,9.22
528,tomatlan,0,MX,1615615330,72,19.9333,-105.25,65.21,1.95
529,calamar,40,CO,1615615330,78,10.2511,-74.9146,78.8,11.5
530,yenagoa,63,NG,1615615331,90,4.9247,6.2642,77.04,2.64
531,matay,4,EG,1615615277,67,28.419,30.7792,54.27,13.78
532,viedma,0,AR,1615615331,54,-40.8135,-62.9967,63.27,6.8
533,barstow,90,US,1615615331,49,34.8986,-117.0228,48.2,11.5
534,sandnessjoen,90,NO,1615615332,75,66.0217,12.6316,37.4,3.44
535,chikoy,,,,,,,,
536,ambulu,87,ID,1615615332,67,-8.345,113.6058,85.71,10
537,whitehorse,75,CA,1615615332,61,60.7161,-135.0538,5.0,11.5
538,vardo,99,NO,1615615332,84,70.3705,31.1107,22.64,15.5
539,sur,10,OM,1615615333,22,22.5667,59.5289,91.99,17.11
540,barranca,0,PE,1615615318,90,-10.75,-77.7667,69.66,3.33
541,wattegama,75,LK,1615615333,79,6.7989,81.4808,86.0,12.66
542,malartic,90,CA,1615615269,78,48.1335,-78.1328,7.0,12.66
543,kizner,8,RU,1615615333,88,56.2749,51.508,13.21,9.44
544,tabiauea,,,,,,,,
545,saintes,90,FR,1615615211,82,45.6667,-0.75,51.8,19.57
546,mao,0,ES,1615615334,81,39.8885,4.2658,46.4,8.05
547,nsukka,20,NG,1615615334,78,6.8561,7.3927,80.6,2.3
548,ola,3,RU,1615615334,77,59.5833,151.2833,8.96,3.33
549,port hedland,70,AU,1615615334,66,-20.3167,118.5667,89.6,13.8
550,homer,1,US,1615615334,45,59.6425,-151.5483,17.6,12.21
551,burnie,100,AU,1615615335,73,-41.0667,145.9167,57.99,5.01
552,rognan,75,NO,1615615335,64,67.0953,15.3878,35.6,20.71
553,biak,99,ID,1615615335,68,-0.9131,122.8766,84.06,2.48
554,guerrero negro,0,MX,1615615336,67,27.9769,-114.0611,54.63,13.4
555,sistranda,0,NO,1615615336,69,63.7256,8.834,35.6,11.5
556,zalantun,27,CN,1615615336,21,48.0,122.7167,55.18,9.4
557,qui nhon,12,VN,1615615336,68,13.7667,109.2333,80.55,16.75
558,falmouth,75,GB,1615615337,81,50.1544,-5.0711,44.6,33.38
559,warwick,1,US,1615615337,37,41.7001,-71.4162,48.2,26.46
560,corn island,6,NI,1615615337,77,12.1694,-83.0418,79.77,19.15
561,conceicao do araguaia,100,BR,1615615337,91,-8.2578,-49.2647,73.15,1.36
562,kamariotissa,20,GR,1615615338,93,40.4833,25.4667,42.8,2.3
563,taubate,8,BR,1615615338,97,-23.0264,-45.5553,64.44,1.99
564,eyl,64,SO,1615615073,69,7.9803,49.8164,80.13,13.47
565,acajutla,51,SV,1615615338,67,13.5928,-89.8275,79.66,2.44
566,baruun-urt,10,MN,1615615339,32,46.6806,113.2792,49.95,16.58
567,qinnan,90,CN,1615615339,48,33.2531,119.9133,59.7,2.77
568,van,20,TR,1615615339,59,38.4924,43.3831,30.2,2.3
569,senneterre,90,CA,1615615339,78,48.3835,-77.2328,6.8,12.66
570,eatonton,1,US,1615615340,82,33.3268,-83.3885,57.2,4.07
571,rolla,90,US,1615615340,93,37.9514,-91.7713,45.0,3.44
572,kushiro,0,JP,1615615340,75,42.975,144.3747,37.4,11.5
573,cap malheureux,6,MU,1615615340,63,-19.9842,57.6142,84.99,10
574,pakala,20,IN,1615615340,37,13.4667,79.1167,87.8,8.77
575,patrai,,,,,,,,
576,kanelovskaya,100,RU,1615615341,75,46.5908,39.19,27.57,11.32
577,sambava,0,MG,1615615341,68,-14.2667,50.1667,82.74,12.64
578,kamenskoye,,,,,,,,
579,caraquet,15,CA,1615615341,59,47.7941,-64.9386,30.2,13.8
580,margate,76,GB,1615615341,72,51.3813,1.3862,43.0,5.99
581,roma,20,US,1615615205,54,43.2128,-75.4557,28.99,19.57
582,goderich,50,CA,1615615291,68,43.7501,-81.7165,26.6,18.41
583,jalu,3,LY,1615615342,47,29.0331,21.5482,55.17,7.94
584,virden,100,US,1615615342,68,39.5009,-89.7679,46.0,7
585,nador,0,MA,1615615342,67,35.174,-2.9287,60.8,17.27
586,tual,92,ID,1615615343,74,-5.6667,132.75,82.11,9.06
587,liuli,98,TZ,1615615343,87,-11.0833,34.6333,75.81,6.69
588,lazaro cardenas,0,MX,1615615202,81,17.9583,-102.2,71.26,3.29
589,rawson,0,AR,1615615148,31,-43.3002,-65.1023,69.46,8.1
590,heihe,0,CN,1615615343,29,50.2441,127.4902,50.0,11.18
591,glubokoe,,,,,,,,
592,lesnoye,99,RU,1615615344,89,58.2841,35.5158,23.79,12.5
593,sao joao,60,BR,1615615344,98,-8.8756,-36.3667,65.28,4.56
594,sochaczew,68,PL,1615615344,99,52.2294,20.2384,37.99,17.72
595,xuzhou,56,CN,1615615344,49,34.1805,117.1571,61.88,5.37
596,fort-shevchenko,38,KZ,1615615345,59,44.5086,50.263,25.59,13.65
597,dzhusaly,,,,,,,,
598,tucupita,77,VE,1615615345,98,9.0622,-62.051,70.75,2.57
599,khonsa,4,IN,1615615345,32,27.0167,95.5667,80.55,4.05
600,tsogni,91,GA,1615615345,92,-2.7942,10.0988,74.25,4.65
601,yairipok,20,IN,1615615346,57,24.6667,94.0667,75.2,4.61
602,babanusah,,,,,,,,
603,corinto,0,GR,1615615346,58,37.9407,22.9573,52.0,1.01
